10.199	.2	1
16.599	.2	1
19.799	.2	1
48.199	.2	1
72.599	.2	1
85.399	.2	1
115.799	.2	1
122.199	.2	1
131.799	.2	1
138.199	.2	1
141.399	.2	1
144.599	.2	1
156.999	.2	1
160.199	.2	1
194.599	.2	1
224.999	.2	1
228.199	.2	1
231.399	.2	1
234.599	.2	1
255.799	.2	1
287.399	.2	1
297.799	.2	1
307.399	.2	1
337.799	.2	1
347.399	.2	1
353.799	.2	1
372.999	.2	1
382.599	.2	1
406.599	.2	1
421.399	.2	1
449.799	.2	1
466.599	.2	1
476.199	.2	1
482.599	.2	1
516.199	.2	1
522.599	.2	1
532.199	.2	1
550.199	.2	1
573.399	.2	1
611.399	.2	1
