10.2	0	1
13.4	0	1
38.6	0	1
41.8	0	1
48.2	0.513	1
61	0	1
69.4	0	1
72.6	0	1
75.8	0	1
85.4	0	1
88.6	0	1
101	0	1
107.4	0	1
115.8	0	1
119	0	1
122.2	0	1
128.6	0	1
141.4	0.745	1
160.2	0	1
163.4	0	1
173.8	0	1
221.8	0	1
225	0	1
228.2	0	1
237.8	0	1
241	0	1
244.2	0	1
247.4	0	1
255.8	0	1
259	0	1
272.6	0	1
297.8	0	1
301	0	1
307.4	0	1
321.8	0	1
325	0	1
337.8	0	1
344.2	0	1
347.4	0	1
353.8	0	1
363.4	0	1
373	0	1
376.2	0	1
382.6	0	1
391	0	1
413	0	1
421.4	0	1
435	0	1
443.4	0	1
449.8	0	1
460.2	0	1
476.2	0	1
489	0	1
492.2	0	1
498.6	0	1
516.2	0	1
519.4	0	1
522.6	0.801	1
535.4	1.16	1
553.4	1.169	1
556.6	0	1
573.4	0	1
585.8	0	1
595.4	0	1
