7	0.439	1
32.2	0.431	1
41.8	0.543	1
51.4	0.432	1
61	0.503	1
69.4	0.423	1
75.8	0.519	1
101	0.439	1
107.4	0.399	1
119	0.464	1
128.6	0.464	1
173.8	0.511	1
209	0.406	1
212.2	0.422	1
215.4	0.455	1
218.6	0.447	1
221.8	0.463	1
237.8	0.495	1
244.2	0.494	1
269.4	0.487	1
272.6	0.543	1
331.4	0.511	1
341	0.471	1
344.2	0.479	1
350.6	0.486	1
369.8	0.447	1
376.2	0.503	1
391	0.478	1
409.8	0.471	1
443.4	0.599	1
473	0.431	1
479.4	0.495	1
498.6	0.502	1
535.4	0.47	1
543.8	0.439	1
553.4	0.535	1
570.2	0.494	1
605	0.534	1
608.2	0.446	1
619.8	0.479	1
