999	0	0	0	0	0	0
9990	0	0	0	0	0	0
1010	833.666666666667	930.583333333333	878	0.075	0.3	0.05
2112	0	0	0	0	0	0
1	0	0	0	0	0	0
3	603	686.473684210526	575.666666666667	0.5	0.475	0.45
2	540.45	658.324324324324	525	1	0.925	0.975
4	590.825	667.675	604.55	1	1	1
8	601.307692307692	0	620.828571428571	0.975	0	0.875
6	1197.09677419355	1119.21875	831.911764705882	0.775	0.8	0.85
11	474.794871794872	599	484.307692307692	0.975	0.875	0.975
5	684.575	809.081081081081	605.589743589744	1	0.925	0.975
14	637.666666666667	932.172413793103	554.487179487179	0.975	0.725	0.975
13	582.175	715.175	561.25	1	1	1
18	0	0	0	0	0	0
10	586.875	642.972972972973	569.552631578947	1	0.925	0.95
15	635.657894736842	667.911764705882	585.461538461538	0.95	0.85	0.975
9999	697.25641025641	964.971428571429	654.512820512821	0.975	0.875	0.975
17	606.625	699.105263157895	581.15	1	0.95	1
12	518.820512820513	574.282051282051	539.230769230769	0.975	0.975	0.975
21	572.225	734.605263157895	577.153846153846	1	0.95	0.975
20	573.435897435897	642.357142857143	548.794871794872	0.975	0.7	0.975
19	689.55	918.710526315789	576.512820512821	1	0.95	0.975
3	531.7	653.888888888889	532.820512820513	1	0.9	0.975
2	522.641025641026	630.810810810811	486.225	0.975	0.925	1
4	588.05	629.05	571.625	1	1	1
8	604.051282051282	807.5	618.538461538462	0.975	0.1	0.975
1	614.105263157895	662.4	579.65	0.95	1	1
11	440.871794871795	577.545454545455	460.375	0.975	0.825	1
5	601.975	707.05	582.15	1	1	1
23	677.263157894737	518	730.153846153846	0.95	0.075	0.975
17	649.875	728.405405405405	629.625	1	0.925	1
25	506.027027027027	654.216216216216	516.5	0.925	0.925	1
6	993.567567567568	1131.70967741935	864.194444444444	0.925	0.775	0.9
10	560.9	594.897435897436	534.05	1	0.975	1
13	582.473684210526	719.538461538462	556.394736842105	0.95	0.975	0.95
26	508.230769230769	571.657894736842	497.675	0.975	0.95	1
18	519.7	634.4	515.3	1	1	1
27	680.45	738.756756756757	598.307692307692	1	0.925	0.975
14	784.051282051282	969.210526315789	753.35	0.975	0.95	1
20	622.282051282051	699.736842105263	604.153846153846	0.975	0.95	0.975
21	699.975	730.175	636.125	1	1	1
24	646.625	733.512820512821	652.625	1	0.975	1
29	674.871794871795	900.645161290323	735.564102564103	0.975	0.775	0.975
12	520.894736842105	556.315789473684	569.054054054054	0.95	0.95	0.925
30	507.48717948718	645.857142857143	530.725	0.975	0.7	1
15	634.210526315789	674.833333333333	561.421052631579	0.95	0.75	0.95
35	577.725	874.628571428571	559.55	1	0.875	1
27	580.1	650.948717948718	584.4	1	0.975	1
31	636.6	864.538461538462	585.27027027027	1	0.975	0.925
36	557.435897435897	653.166666666667	501.775	0.975	0.75	1
28	645.55	852.8	655.7	1	1	1
32	612.175	672.725	573.1	1	1	1
33	591.041666666667	812.793103448276	587.740740740741	0.6	0.725	0.675
34	633.025	771.384615384615	607.421052631579	1	0.975	0.95
37	689.512820512821	747.5	591.194444444444	0.975	0.8	0.9
38	557.825	677.228571428571	597.9	1	0.875	1
26	672.975	759.394736842105	671.435897435897	1	0.95	0.975
41	640.473684210526	947.689655172414	613.297297297297	0.95	0.725	0.925
25	513.725	635.111111111111	498.9	1	0.9	1
40	871.243243243243	841.820512820513	705.425	0.925	0.975	1
23	941.689655172414	1316.44444444444	780.263157894737	0.725	0.675	0.95
43	632.533333333333	829.058823529412	657.709677419355	0.75	0.425	0.775
42	605.25	882.351351351351	605.925	1	0.925	1
35	603.9	858.974358974359	582.538461538462	1	0.975	0.975
30	560.05	690.142857142857	570.825	1	0.875	1
24	578.3	652.051282051282	579.051282051282	1	0.975	0.975
47	588.15	677.594594594595	557.868421052632	1	0.925	0.95
39	758.72972972973	796.324324324324	683.025641025641	0.925	0.925	0.975
45	527.324324324324	718.107142857143	547.025	0.925	0.7	1
3	513.179487179487	628.882352941176	505.05	0.975	0.85	1
49	721.051282051282	926.918918918919	677.35	0.975	0.925	1
997	493.5	451.555555555556	441.714285714286	0.2	0.225	0.175
5	665.125	776.675	631.05	1	1	1
11	469.35	582.108108108108	476.225	1	0.925	1
2	504.1	649.794871794872	485.615384615385	1	0.975	0.975
38	555.825	639.925	567.076923076923	1	1	0.975
50	889.051282051282	876.4	777.473684210526	0.975	1	0.95
53	572	635.35	559.025	1	1	1
32	582.25	652.078947368421	562.625	1	0.95	1
44	638.540540540541	664.078947368421	562.55	0.925	0.95	1
52	539.1	665.323529411765	543.157894736842	1	0.85	0.95
29	613.368421052632	881.555555555556	678.6	0.475	0.45	0.5
997	566.28125	813.153846153846	629.241379310345	0.8	0.65	0.725
37	745.179487179487	867.594594594595	632.55	0.975	0.925	1
17	595.15	636.675	591.825	1	1	1
54	627.4	751.666666666667	605.975	1	0.975	1
31	602.333333333333	803.153846153846	611.625	0.975	0.975	1
8	652.2	794.032258064516	607.4	1	0.775	1
33	656.175	872.657894736842	651.425	1	0.95	1
10	602.25	670.95	598.35	1	1	1
55	498.911764705882	753.411764705882	524.617647058824	0.85	0.425	0.85
6	1013.33333333333	1208.40909090909	970.666666666667	0.825	0.55	0.825
18	496.425	603.837837837838	487.275	1	0.925	1
1	561.425	638.631578947368	561.625	1	0.95	1
36	561.973684210526	786.694444444444	532.6	0.95	0.9	1
40	1089.6	809.538461538462	768.513513513514	0.875	0.975	0.925
28	679.3	771.051282051282	658.45	1	0.975	1
13	638.025641025641	760.736842105263	616.447368421053	0.975	0.95	0.95
4	599.475	650	585.4	1	1	1
41	723.85	999.966666666667	629.675	1	0.75	1
20	594.076923076923	670.769230769231	578.868421052632	0.975	0.975	0.95
21	529.05	606.702702702703	508.25	1	0.925	1
47	460.864864864865	565.037037037037	444.948717948718	0.925	0.675	0.975
45	500.710526315789	594.555555555556	489.205128205128	0.95	0.675	0.975
55	477.333333333333	566.125	480.184210526316	0.9	0.2	0.95
57	641.9	836.212121212121	599.55	1	0.825	1
56	642.125	729.121212121212	626.85	1	0.825	1
53	541.125	592.512820512821	516.25	1	0.975	1
52	600.358974358974	647.055555555556	561.125	0.975	0.9	1
42	554.75	696.307692307692	577.925	1	0.975	1
49	775.486486486486	1011.35135135135	715.589743589744	0.925	0.925	0.975
58	572.7	656.512820512821	556.575	1	0.975	1
14	757.65	888.9	673.8	1	1	1
62	629.605263157895	1012.12	629.736842105263	0.95	0.625	0.95
59	563.078947368421	651.894736842105	566.410256410256	0.95	0.95	0.975
15	592.710526315789	685.5	600.025	0.95	0.85	1
63	606.8	652.666666666667	601.075	1	0.975	1
44	617.025641025641	656.897435897436	564.325	0.975	0.975	1
61	628.948717948718	757.486486486486	619.35	0.975	0.925	1
12	498.692307692308	531	497.897435897436	0.975	0.975	0.975
27	652	679.923076923077	624.702702702703	0.875	0.975	0.925
65	755.15	797.95	728.394736842105	1	1	0.95
50	731.225	822.775	739.589743589744	1	1	0.975
60	684.128205128205	718.842105263158	706.5	0.975	0.95	0.95
68	613.75	719.0625	608	0.5	0.4	0.5
69	576.225	723.105263157895	571.775	1	0.95	1
26	583.25	623.35	561.075	1	1	1
999	528.85	666.710526315789	517.6	1	0.95	1
25	547.435897435897	681.842105263158	540.72972972973	0.975	0.95	0.925
57	612.25	827.657894736842	573.625	1	0.95	1
54	686	727.05	638.925	1	1	1
23	559	815.869565217391	544.973684210526	0.825	0.575	0.95
35	574.358974358974	847.589743589744	580.375	0.975	0.975	1
63	574.25641025641	613.775	577.075	0.975	1	1
30	525.052631578947	683.756756756757	547.975	0.95	0.925	1
58	592.9	663.447368421053	581.875	1	0.95	1
60	640.157894736842	691.052631578947	644.15	0.95	0.95	1
32	578.9	670.325	552.075	1	1	1
61	553.461538461538	644.105263157895	522.974358974359	0.975	0.95	0.975
75	640.461538461538	743.852941176471	614.3	0.975	0.85	1
59	528.7	614.735294117647	507.625	1	0.85	1
65	595.486486486486	659.052631578947	606.4	0.925	0.95	0.875
62	643.225	864.685714285714	641.475	1	0.875	1
69	485.461538461538	587.34375	472.675	0.975	0.8	1
24	597.225	681.282051282051	596.275	1	0.975	1
37	706.625	769.472222222222	626.05	1	0.9	1
29	609.45	918.205128205128	672.769230769231	1	0.975	0.975
68	694.475	805.416666666667	648.3	1	0.9	1
73	517.125	568.459459459459	508.05	1	0.925	1
36	562.925	788.342105263158	566.3	1	0.95	1
38	617.525	639.461538461538	607.85	1	0.975	1
33	657.333333333333	784.361111111111	681.461538461538	0.975	0.9	0.975
999	450.214285714286	471.571428571429	485.5	0.35	0.175	0.25
41	688.897435897436	951.147058823529	629.675	0.975	0.85	1
56	596.85	677.411764705882	603.425	1	0.85	1
40	938.833333333333	803.5	786.205128205128	0.9	0.95	0.975
31	546.545454545455	685.076923076923	514.916666666667	0.275	0.325	0.3
47	474.512820512821	571.806451612903	455.65	0.975	0.775	1
28	648.526315789474	772.025	637.384615384615	0.95	1	0.975
0	1030.96875	1036.61290322581	987.709677419355	0.8	0.775	0.775
0	0	0	0	0	0	0
55	575.194444444444	653.238095238095	521.5	0.9	0.525	0.95
49	858.289473684211	1111.81081081081	723.74358974359	0.95	0.925	0.975
53	561.7	588.575	557.975	1	1	1
73	535.05	614.769230769231	524	1	0.975	0.975
42	559.575	777	536.625	1	0.925	1
45	489.447368421053	637.148148148148	507.102564102564	0.95	0.675	0.975
75	542.75	621.948717948718	524.85	1	0.975	1
52	601.684210526316	695.410256410256	609.153846153846	0.95	0.975	0.975
77	617.525	783.275	582.6	1	1	1
79	703.358974358974	765.7	659.625	0.975	1	1
50	859.2	898.675	786.875	1	1	1
62	628.75	791.461538461538	613.282051282051	1	0.975	0.975
79	634.95	735.225	650.925	1	1	1
68	634.5	701.222222222222	575.725	1	0.9	1
59	587.564102564103	690.710526315789	580.475	0.975	0.95	1
69	529.675	609.384615384615	542.6	1	0.975	1
78	491.45	583.444444444444	492.923076923077	1	0.9	0.975
81	588.921052631579	665.837837837838	674.948717948718	0.95	0.925	0.975
80	697.6	792.025	697.55	1	1	1
56	670.05	728.969696969697	668.7	1	0.825	1
75	600.575	678.384615384615	567.475	1	0.975	1
76	602.076923076923	756.5	550.2	0.975	1	1
84	925.324324324324	1148	891.5	0.925	0.85	0.85
