10.2	0.844	1
16.6	0.739	1
19.8	0.643	1
72.6	1.107	1
85.4	0.755	1
115.8	0.811	1
122.2	1.499	1
131.8	0.755	1
138.2	0.835	1
141.4	1.179	1
144.6	0.771	1
157	0.683	1
160.2	0.659	1
194.6	0.675	1
225	0.971	1
228.2	0.651	1
231.4	0.787	1
234.6	0.675	1
255.8	1.515	1
297.8	0.811	1
307.4	0.859	1
337.8	0.635	1
347.4	0.683	1
353.8	0.723	1
373	0.723	1
382.6	0.675	1
406.6	0.891	1
421.4	0.899	1
449.8	0.715	1
466.6	0.843	1
476.2	0.803	1
482.6	0.699	1
516.2	0.723	1
522.6	1.131	1
532.2	0.763	1
550.2	0.739	1
573.4	0.795	1
611.4	0.787	1
