10.2	0.831	1
16.6	0.681	1
19.8	0.719	1
48.2	0.807	1
72.6	0.786	1
85.4	0.73	1
115.8	0.643	1
122.2	0.675	1
131.8	0.715	1
138.2	0.715	1
141.4	0.699	1
144.6	0.699	1
157	0.73	1
160.2	0.651	1
194.6	0.851	1
225	0.7	1
228.201	0.62	1
231.4	0.628	1
234.6	0.668	1
255.8	0.716	1
287.4	0.756	1
297.8	0.661	1
307.4	0.733	1
337.8	0.701	1
347.4	0.798	1
353.8	0.741	1
373	0.741	1
382.6	0.717	1
406.6	0.79	1
421.4	0.726	1
449.8	0.742	1
466.6	0.766	1
476.2	0.663	1
482.6	0.735	1
516.2	0.767	1
522.6	0.792	1
532.2	0.736	1
550.2	0.775	1
573.4	0.738	1
611.4	1.067	1
