10.2	1.451	1
13.4	0.571	1
38.6	0.459	1
41.8	0.627	1
48.2	0.691	1
61	0.699	1
69.4	0.603	1
72.6	0.851	1
75.8	0.627	1
85.4	0.963	1
88.6	0.619	1
101	0.611	1
107.4	0.603	1
119	0.61	1
122.2	0.803	1
128.6	0.571	1
141.4	0.803	1
163.4	0.555	1
173.8	0.707	1
221.8	0.683	1
225	0.915	1
228.2	0.811	1
234.6	0.563	1
237.8	0.611	1
241	0.563	1
244.2	0.699	1
247.4	0.595	1
255.8	0.955	1
259	0.595	1
272.6	0.595	1
284.2	0.555	1
297.8	0.826	1
301	0	1
307.4	0.651	1
321.8	0.683	1
325	0.643	1
337.8	0.739	1
344.2	0.667	1
347.4	0.707	1
353.8	0.739	1
363.4	0.587	1
373	0.643	1
376.2	0.699	1
382.6	0.651	1
391	0.627	1
413	0.515	1
421.4	0.787	1
435	0.587	1
443.4	0.707	1
460.2	0.691	1
476.2	0.802	1
482.6	0.491	1
489	0.747	1
492.2	0.643	1
498.6	0.619	1
519.4	0.667	1
522.6	0.851	1
535.4	0.627	1
553.4	0.539	1
556.6	0.635	1
573.4	0.891	1
585.8	0.602	1
595.4	0.571	1
