16.599	.2	1
69.399	.2	1
72.599	.2	1
75.799	.2	1
78.999	.2	1
82.199	.2	1
85.399	.2	1
88.599	.2	1
101	.2	1
107.399	.2	1
115.799	.2	1
118.999	.2	1
122.199	.2	1
125.399	.2	1
128.599	.2	1
131.799	.2	1
138.199	.2	1
141.399	.2	1
144.599	.2	1
156.999	.2	1
160.199	.2	1
163.399	.2	1
173.799	.2	1
188.199	.2	1
194.599	.2	1
208.999	.2	1
212.199	.2	1
215.399	.2	1
218.599	.2	1
221.799	.2	1
224.999	.2	1
228.199	.2	1
231.399	.2	1
234.599	.2	1
237.799	.2	1
240.999	.2	1
244.199	.2	1
247.399	.2	1
255.799	.2	1
258.999	.2	1
269.399	.2	1
272.599	.2	1
280.999	.2	1
284.199	.2	1
287.399	.2	1
297.799	.2	1
300.999	.2	1
307.399	.2	1
321.799	.2	1
324.999	.2	1
328.199	.2	1
331.399	.2	1
337.799	.2	1
340.999	.2	1
344.199	.2	1
347.399	.2	1
350.599	.2	1
353.799	.2	1
360.199	.2	1
363.4	.2	1
369.799	.2	1
372.999	.2	1
376.199	.2	1
382.599	.2	1
390.999	.2	1
403.399	.2	1
406.599	.2	1
409.799	.2	1
412.999	.2	1
421.399	.2	1
424.599	.2	1
434.999	.2	1
443.4	.2	1
449.799	.2	1
460.199	.2	1
466.599	.2	1
469.799	.2	1
472.999	.2	1
476.199	.2	1
479.399	.2	1
532.199	.2	1
550.199	.2	1
592.199	.2	1
595.399	.2	1
601.799	.2	1
604.999	.2	1
608.199	.2	1
611.399	.2	1
619.799	.2	1
