13.399	0.476	1
35.399	0.597	1
38.6	0.581	1
44.999	0.853	1
57.799	0.653	1
78.999	0.637	1
82.199	0.573	1
88.599	0.574	1
125.399	0.653	1
163.399	0.521	1
188.199	0.665	1
240.999	0.745	1
247.399	0.673	1
258.999	1.002	1
280.999	0.706	1
284.199	0.826	1
300.999	0.843	1
321.799	0.971	1
324.999	0.635	1
328.199	0.683	1
360.199	0.747	1
363.399	0.667	1
403.399	0.652	1
412.999	0.572	1
424.599	0.74	1
434.999	0.868	1
460.199	0.813	1
469.799	0.604	1
488.999	0.652	1
492.199	0.596	1
495.4	0.644	1
501.799	0.661	1
525.799	0.533	1
556.599	0.67	1
566.999	0.774	1
585.799	0.646	1
592.199	0.662	1
595.399	0.637	1
601.799	0.862	1
