16.599	0.608	1
19.799	0.929	1
48.199	0.873	1
60.999	0.368	1
72.599	0.424	1
85.399	0.833	1
131.799	0.864	1
141.399	0	1
144.599	0	1
160.199	0.664	1
194.599	0.832	1
212.199	0.463	1
224.999	0.76	1
228.199	0.456	1
234.599	0.359	1
255.799	0.432	1
284.199	0.336	1
297.799	0.623	1
307.399	0.496	1
328.199	0.415	1
337.799	0.64	1
347.399	0.424	1
353.799	0.399	1
372.999	0.536	1
382.599	0.399	1
406.599	0.712	1
421.399	0.464	1
449.799	0.56	1
466.599	0.432	1
469.799	0.471	1
476.199	0.431	1
516.199	0.448	1
522.599	0.52	1
532.199	0.447	1
550.199	0.44	1
573.399	0.44	1
585.799	0.44	1
611.399	0.672	1
