7	0	1
10.2	0	1
13.4	0.455	1
16.6	0	1
19.8	0	1
32.2	0	1
48.2	1.495	1
51.4	0	1
72.6	0.56	1
85.4	0.631	1
115.8	0.567	1
122.2	0.631	1
131.8	0.68	1
138.2	0.584	1
141.4	0.72	1
144.6	0.488	1
157	0.591	1
160.2	0.607	1
194.6	0.615	1
225	0.543	1
228.2	0.599	1
231.4	0.679	1
234.6	0.623	1
255.8	0.519	1
287.4	0.791	1
297.8	0.551	1
307.4	0.583	1
337.8	0.647	1
347.4	0.623	1
353.8	0.671	1
373	0.671	1
382.6	0.735	1
406.6	0.647	1
421.4	0.591	1
449.8	0.695	1
466.6	0.695	1
476.2	0.655	1
482.6	0.607	1
516.2	0.591	1
522.6	0.719	1
532.2	0.671	1
535.4	0	1
543.8	0	1
550.2	0.655	1
573.4	0.679	1
611.4	0.543	1
