32.2	0.7	1
41.8	0.508	1
51.4	0.404	1
61	0.444	1
69.4	0.373	1
75.8	0.572	1
101	0.516	1
107.4	0.613	1
119	0.5	1
128.6	0.676	1
173.8	0.556	1
209	0.621	1
212.2	0.5	1
215.4	0.396	1
218.6	0.564	1
221.8	0.612	1
237.8	0.396	1
244.2	0.428	1
269.4	0.66	1
272.6	0.508	1
331.4	0.46	1
341	0.677	1
344.2	0.453	1
350.6	0.428	1
369.8	0.492	1
376.2	0.468	1
391	0.532	1
409.8	0.428	1
443.4	0.66	1
473	0.461	1
479.4	0.557	1
498.6	0.604	1
535.4	0.508	1
543.8	0.492	1
553.4	0.452	1
570.2	0.445	1
605	0.612	1
608.2	0.468	1
619.8	0.652	1
