7	0.648	1
32.2	0.648	1
41.8	0.632	1
51.4	0.56	1
61	0.528	1
69.4	0.672	1
75.8	0.544	1
101	0.624	1
107.4	0.576	1
119	0.56	1
128.6	0.56	1
173.8	0.648	1
209	0.672	1
212.2	0.56	1
215.4	0.584	1
218.6	0.56	1
221.8	0.608	1
237.8	0.568	1
244.2	0.616	1
269.4	0.624	1
272.6	0.584	1
331.4	0.568	1
341	0.657	1
344.2	0.441	1
350.6	0.632	1
369.8	0.512	1
376.2	0.704	1
391	0.52	1
409.8	0.664	1
443.4	0.648	1
473	0.569	1
479.4	0.632	1
498.6	0.592	1
535.4	0.616	1
543.8	0.64	1
553.4	0.536	1
570.2	0.576	1
605	0.624	1
608.2	0.552	1
619.8	0.592	1
