13.399	0.689	1
35.399	0.624	1
38.599	0.576	1
44.999	0.544	1
57.799	0.737	1
78.999	0.632	1
82.199	0.76	1
88.599	0.649	1
125.399	0.601	1
163.399	0.656	1
188.199	0.704	1
240.999	0.664	1
247.399	0.527	1
258.999	0.672	1
280.999	0.632	1
300.999	0.712	1
321.799	0.655	1
324.999	0.664	1
328.199	0.672	1
360.199	0.832	1
363.399	0.68	1
403.399	0.784	1
412.999	0.632	1
424.599	0.664	1
434.999	0.672	1
460.199	0.648	1
469.799	1.032	1
488.999	0.664	1
492.199	0.632	1
495.399	0.808	1
501.799	0.791	1
519.399	0.608	1
525.799	0.624	1
556.599	1.056	1
566.999	0.632	1
585.799	0.664	1
592.199	0.704	1
595.399	0.624	1
601.799	0.56	1
