13.399	0.473	1
35.399	0.529	1
38.599	0.521	1
44.999	0.561	1
57.799	0.553	1
78.999	0.529	1
82.199	0.665	1
88.599	0.553	1
125.399	0.545	1
163.399	0.736	1
188.199	0.504	1
240.999	0.601	1
247.399	0.592	1
258.999	0.624	1
280.999	0.585	1
284.199	0.6	1
300.999	0.6	1
321.799	0.576	1
324.999	0.52	1
360.199	0.536	1
363.399	0.552	1
403.399	0.816	1
412.999	0.52	1
424.599	0.761	1
434.999	0.704	1
460.199	0.641	1
469.799	0.648	1
488.999	0.736	1
492.199	0.809	1
495.399	0.577	1
501.799	0.664	1
525.799	0.681	1
556.599	0.736	1
566.999	0.577	1
592.199	0.6	1
595.399	1.64	1
601.799	0.561	1
