13.4	0.709	1
35.4	0.509	1
38.6	0.669	1
45	0.693	1
57.8	0.773	1
79	0.581	1
82.2	0.749	1
88.6	0.589	1
125.4	0.677	1
163.4	0.62	1
188.2	0.789	1
241	0.573	1
247.4	0.613	1
259	0.532	1
281	0.605	1
284.2	0.573	1
301	0.636	1
321.8	0.637	1
325	0.469	1
328.2	0.581	1
360.2	0.573	1
363.4	0.621	1
403.4	0.637	1
413	0.669	1
424.6	0.749	1
435	0.852	1
460.2	1.021	1
469.8	0.629	1
489	0.732	1
492.2	0.541	1
495.4	0.605	1
501.8	0.741	1
519.4	1.509	1
525.8	0.572	1
556.6	0.549	1
567	0.949	1
585.8	0.981	1
592.2	0.573	1
595.4	0.541	1
601.8	0.597	1
