7	0.716	1
32.2	0.74	1
41.8	0.644	1
51.4	0.636	1
61	0.564	1
69.4	0.573	1
75.8	0.604	1
101	0.484	1
107.4	0.516	1
119	0.517	1
128.6	0.524	1
173.8	0.484	1
209	0.549	1
212.2	0.653	1
215.4	0.652	1
218.6	0.572	1
221.8	0.572	1
237.8	0.572	1
244.2	0.492	1
269.4	0.628	1
272.6	0.644	1
331.4	0.612	1
341	0.62	1
344.2	0.565	1
350.6	0.581	1
369.8	0.652	1
376.2	0.596	1
391	0.468	1
409.8	0.779	1
443.4	0.499	1
473	0.684	1
479.4	0.636	1
498.6	0.587	1
535.4	0.587	1
543.8	0.739	1
553.4	0.627	1
570.2	0.732	1
605	0.708	1
608.2	0.612	1
619.8	0.676	1
