7	0.647	1
32.2	0.638	1
41.8	0.391	1
51.4	0.398	1
61	0.542	1
69.4	0.687	1
75.8	0.455	1
101	0.399	1
107.4	0.47	1
119	0.47	1
128.6	0.439	1
173.8	0.486	1
209	0.438	1
212.2	0.447	1
215.4	0.431	1
218.6	0.423	1
221.8	0.423	1
237.8	0.382	1
244.2	0.447	1
269.4	0.654	1
272.6	0.487	1
331.4	0.439	1
344.2	0.51	1
350.6	0.446	1
369.8	0.583	1
376.2	0.462	1
391	0.487	1
409.8	0.414	1
443.4	0.558	1
473	0.662	1
479.4	0.406	1
498.6	0.406	1
535.4	0.43	1
543.8	0.534	1
553.4	0.445	1
570.2	0.598	1
605	0.502	1
608.2	0.485	1
619.8	0.558	1
