10.2	0.614	1
16.6	0.758	1
19.8	0.75	1
48.2	0.661	1
72.6	0.782	1
85.4	0.638	1
122.2	0.757	1
131.8	0.782	1
138.2	0.79	1
141.4	0.75	1
144.6	0.878	1
157	0.174	1
160.2	1.878	1
194.6	1.749	1
225	0.798	1
228.2	0.702	1
231.4	0.718	1
234.6	0.662	1
255.8	0.838	1
287.4	1.038	1
297.8	0.95	1
307.4	0.798	1
337.8	0.734	1
347.4	0.757	1
353.8	0.637	1
373	0.742	1
382.6	0.734	1
406.6	0.95	1
421.4	1.493	1
449.8	0.846	1
466.6	0.886	1
476.2	0.646	1
482.6	0.822	1
516.2	0.845	1
522.6	0.709	1
532.2	0.733	1
550.2	0.949	1
573.4	1.118	1
611.4	0.765	1
