7	0.462	1
32.2	0.502	1
41.8	0.438	1
51.4	0.43	1
61	0.406	1
69.4	0.542	1
75.8	0.527	1
101	0.606	1
107.4	0.55	1
119	0.558	1
128.6	0.51	1
173.8	0.55	1
209	0.559	1
212.2	0.543	1
215.4	0.551	1
218.6	0.575	1
221.8	0.447	1
237.8	0.494	1
244.2	0.502	1
269.4	0.543	1
272.6	0.439	1
331.4	0.543	1
341	0.735	1
344.2	0.551	1
350.6	0.55	1
369.8	0.47	1
376.2	0.55	1
391	0.478	1
409.8	0.718	1
443.4	0.51	1
473	0.606	1
479.4	0.597	1
498.6	0.509	1
535.4	0.582	1
543.8	0.541	1
553.4	0.429	1
570.2	0.478	1
605	0.558	1
608.2	0.525	1
619.8	0.565	1
